index,tracklist_id,tracklist_name,tracklist_date,tracklist_userpagevisits,tracklist_userlikes,tracklist_tracks_IDed,tracklist_tracks_total,genre0,genre1,genre2,DJ0,Open Air / Festival0,name,byArtist,url,id_x,time,track_number,mashup,beatport0,apple0,spotify0,soundcloud0,traxsource0,soundcloud1,video0,beatport1,apple1,spotify1,spotify2,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id_y,duration_ms,time_signature,genres
10,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & Delta Heavy - Lift You Up (Blunts & Blondes Remix),Zeds Dead & Delta Heavy,/track/21p6u1wx/zeds-dead-delta-heavy-lift-you-up-blunts-blondes-remix/index.html,505007, 16:30 ,11,False,12320159,1472756062,6ANbhzNG4DNWI1kZDDprQw,653545706,6491583,,,12320172,1472773166,6mY8kzp73RsHUdxFgwwEmE,,0.593,0.943,9.0,-1.918,0.0,0.117,0.00326,0.72,0.293,0.627,149.977,6ANbhzNG4DNWI1kZDDprQw,260573.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
11,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & NGHTMRE ft. GG Magree - Frontlines,Zeds Dead & NGHTMRE,/track/h6lj0df/zeds-dead-nghtmre-frontlines/index.html,326853, 18:34 ,12,False,10054919,1160425605,1COLVldV30fpjx4fIq2Ppl,283196358,,283220923,,,1322043996,,,0.406,0.928,2.0,-4.166,1.0,0.0759,0.0128,0.0032,0.188,0.112,151.932,1COLVldV30fpjx4fIq2Ppl,214733.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
12,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & YOOKiE - Ruff,Zeds Dead & YOOKiE,/track/1sdbh775/zeds-dead-yookie-ruff/index.html,543180, 20:10 ,13,False,,1523668569,6Peho1Mm2PzHZ1HjvUNpT6,862634041,,,,,,7Kulz9FGTKBz9cM2PHdfKM,,0.71,0.924,1.0,-4.217,0.0,0.0582,0.00765,0.397,0.069,0.383,150.09,6Peho1Mm2PzHZ1HjvUNpT6,153983.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
13,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & Hunter Siegel - Loud,Zeds Dead & Hunter Siegel,/track/mrpvxvp/zeds-dead-hunter-siegel-loud/index.html,195782, 21:20 ,14,False,,894186037,7jQhZk4YZ4KObeQLuMYP4u,148537774,,,,,,,,0.629,0.971,7.0,-2.018,1.0,0.0965,0.00129,0.699,0.0941,0.133,128.031,7jQhZk4YZ4KObeQLuMYP4u,273750.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
14,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Billy Kenny - Just Came For The Music (Rave Mix),Billy Kenny,/track/1hyhfn6p/billy-kenny-just-came-for-the-music-rave-mix/index.html,488674, 23:25 ,15,False,11750602,1456170688,0MaKfDxmMzfFxsK3ASWHZ3,601106283,,,,,,,,0.758,0.975,2.0,-6.664,1.0,0.0666,0.045,0.854,0.341,0.211,122.991,0MaKfDxmMzfFxsK3ASWHZ3,238537.0,4.0,"bass house,deep groove house,electro house,house"
15,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Chris Lake & Chris Lorenzo pres. Anti Up - Hey Pablo (Odd Mob Edit),Chris Lake & Chris Lorenzo pres. Anti Up,/track/y8kq41f/chris-lake-chris-lorenzo-anti-up-hey-pablo-odd-mob-edit/index.html,499241, 25:29 ,16,False,,,,575010132,,,,,,,,,,,,,,,,,,,,,,
16,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Diplo & SIDEPIECE - On My Mind,Diplo & SIDEPIECE,/track/1np20x7f/diplo-sidepiece-on-my-mind/index.html,541345, 26:40 ,17,False,12857425,1489005963,5lXY6PTuWXOludKy4zDQwM,719832607,6928869,,,,,,,0.771,0.731,7.0,-6.574,1.0,0.0409,0.00165,0.633,0.217,0.635,123.026,5lXY6PTuWXOludKy4zDQwM,189268.0,4.0,"bmore,edm,moombahton,ninja,pop"
17,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Oliver Heldens & Zeds Dead - You Know,Oliver Heldens & Zeds Dead,/track/h305sx5/oliver-heldens-zeds-dead-you-know/index.html,206980, 30:30 ,18,False,6227289,1336614413,1uNGevITUQ2L2i2bKOvjEv,188143976,,,,,1009070313,3EfkSnd1HxnsWFkWjHbyWO,1q5PQgh4NlyMeyaDQGH27E,0.733,0.774,4.0,-6.716,0.0,0.0472,0.0131,0.162,0.0987,0.622,124.002,1uNGevITUQ2L2i2bKOvjEv,283063.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
18,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Foolie - Digital Daddy,Foolie,/track/j9fgddp/foolie-digital-daddy/index.html,495962, 30:30 ,19,False,11921467,1461422398,11Qkb9Rf1D1qwjN8n94mzB,626030220,,,,,,,,0.838,0.773,11.0,-6.917,1.0,0.0474,0.000518,0.89,0.1,0.11,124.986,11Qkb9Rf1D1qwjN8n94mzB,307215.0,4.0,
19,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & Loge21 ft. Polina - Just Wanna,Zeds Dead & Loge21,/track/sr6662p/zeds-dead-loge21-just-wanna/index.html,548050, 31:30 ,20,False,13037019,1489395777,6rJ5REbM4Sps9IiFuyLNHS,,,,,,,,,0.71,0.797,11.0,-4.496,1.0,0.0328,2.63e-05,0.0119,0.246,0.111,124.981,6rJ5REbM4Sps9IiFuyLNHS,285747.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
20,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & Twin Shadow ft. D'Angelo Lacy - Lost You,Zeds Dead & Twin Shadow,/track/2n0216qp/zeds-dead-twin-shadow-lost-you/index.html,196450, 33:10 ,21,False,6375432,944094906,7igBdfVoJlyLP1cKp8ynja,150745932,1800247,222911326,,,,,,0.736,0.882,11.0,-4.285,0.0,0.0398,0.0833,0.000349,0.354,0.517,126.012,7igBdfVoJlyLP1cKp8ynja,218312.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
21,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & Funkin Matt ft. Fiora - Feel So,Zeds Dead & Funkin Matt,/track/n1f3dzp/zeds-dead-funkin-matt-feel-so/index.html,522134, 35:00 ,22,False,12540645,1479862222,4TFDeBqHM6jvbqAi2DAtlv,685496713,,,,,1479863911,,,0.653,0.758,4.0,-8.666,0.0,0.0388,0.00148,0.0438,0.254,0.0874,123.991,4TFDeBqHM6jvbqAi2DAtlv,195540.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
22,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead x Champagne Drip - After The Water,Zeds Dead x Champagne Drip,/track/20sqnpcf/zeds-dead-champagne-drip-after-the-water/index.html,548529, 37:26 ,23,False,13037015,1489396147,36jRRK78GM1eiOjErL5KXO,,,,,,,,,0.636,0.923,4.0,-2.942,0.0,0.0457,0.015,0.00377,0.386,0.325,129.885,36jRRK78GM1eiOjErL5KXO,241853.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
23,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead ft. Memorecks - Collapse,Zeds Dead,/track/1txs0m75/zeds-dead-collapse/index.html,201548, 40:10 ,24,False,,1396323258,4fb0iBhHbQeiJHOfLr6R75,156676597,1800245,,,,894894242,,,0.45,0.756,1.0,-6.307,0.0,0.0389,0.108,0.0205,0.0762,0.268,135.102,4fb0iBhHbQeiJHOfLr6R75,284444.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
24,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & Ganja White Night - Dead of Night,Zeds Dead & Ganja White Night,/track/26cjgd9x/zeds-dead-ganja-white-night-dead-of-night/index.html,548275, 43:00 ,25,False,13037026,1489395988,0Urm8e72CoxxC1u1hX1a5m,,,,,,,,,0.389,0.747,0.0,-6.378,0.0,0.05,0.000724,0.829,0.24,0.0331,93.611,0Urm8e72CoxxC1u1hX1a5m,260240.0,5.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
25,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & Diplo ft. Elliphant - Blame,Zeds Dead & Diplo,/track/w7j3b4p/zeds-dead-diplo-blame/index.html,316538, 45:40 ,26,False,,1160425457,62ZjABiQUeCisJfKJcAzSt,273662969,,,,,,,,0.602,0.76,9.0,-5.858,0.0,0.092,0.245,0.000425,0.0879,0.493,140.005,62ZjABiQUeCisJfKJcAzSt,218493.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
26,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Protohype & Dirt Monkey - Bop Bop,Protohype & Dirt Monkey,/track/pw69qq5/protohype-dirt-monkey-bop-bop/index.html,494712, 48:20 ,27,False,,1461423392,5LbBZHGb4C9fN8oVp0dHzQ,618639828,,,,,,,,0.491,0.933,4.0,-3.039,1.0,0.174,0.029,0.757,0.213,0.179,72.368,5LbBZHGb4C9fN8oVp0dHzQ,185387.0,4.0,"brostep,dubstep,filthstep"
27,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,The Beatles - Eleanor Rigby,The Beatles,/track/1frbudyf/the-beatles-eleanor-rigby/index.html,101485, 50:00 ,28,False,,,,,,,k9Itt02QOO0,,,,,,,,,,,,,,,,,,,
28,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Borgore - Big Bad,Borgore,/track/2up6x8up/borgore-big-bad/index.html,348658, ,w/,False,,1340695839,2cNy5IzBfQZ3oVUTOuTfN1,310538675,4118594,,,,,,,0.665,0.879,4.0,-0.345,0.0,0.0701,0.188,0.0409,0.161,0.357,145.06,2cNy5IzBfQZ3oVUTOuTfN1,193536.0,4.0,"bass trap,brostep,classic dubstep,dubstep,edm,electro house,electronic trap"
29,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Phil Collins - In The Air Tonight,Phil Collins,/track/97lkdup/phil-collins-in-the-air-tonight/index.html,18002, 51:41 ,29,False,,1076779225,63WVeFX5l2UHPhLlQv0ipB,61405523,,,,,1076060806,,,0.419,0.233,0.0,-14.292,1.0,0.0335,0.538,2.54e-06,0.0556,0.271,189.414,63WVeFX5l2UHPhLlQv0ipB,330493.0,4.0,"mellow gold,rock drums,soft rock"
30,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Deathpact - Formality,Deathpact,/track/12w3jy4x/deathpact-formality/index.html,450447, 51:41 ,w/,False,,1436965693,3EWliP7a6ESryhRYm7uqzN,513343284,5777422,,,,1438257283,4D7b8kg66oK5LA5BR1qG4Z,,0.716,0.876,2.0,-6.576,1.0,0.302,0.0213,0.00381,0.671,0.391,105.282,3EWliP7a6ESryhRYm7uqzN,182661.0,4.0,
31,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Valentino Khan - Lick It (SNƎEK Remix),Valentino Khan,/track/mydfys5/valentino-khan-lick-it-sneek-remix/index.html,420768, 53:20 ,30,False,10632447,1388479888,5lwU9aIPC7lfroo6aOA1Ys,452095083,,,,,1388483099,,,0.484,0.912,4.0,-3.487,0.0,0.164,0.123,0.0246,0.251,0.232,115.064,5lwU9aIPC7lfroo6aOA1Ys,242800.0,4.0,"bass house,brostep,edm,electro house,electronic trap,house,moombahton"
32,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Dion Timmer - Tell You Why (G-REX Remix),Dion Timmer,/track/2jhj8fx5/dion-timmer-tell-you-why-g-rex-remix/index.html,419716, 54:30 ,31,False,10698729,1396414776,6PUZYPmyGoVxPCZ7uEiI7t,463841196,,,,,,,,0.803,0.732,10.0,-3.379,0.0,0.348,0.136,0.0151,0.735,0.187,128.009,6PUZYPmyGoVxPCZ7uEiI7t,159375.0,4.0,"brostep,deathstep,dubstep,edm,electro house,electronic trap,gaming edm"
33,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Billie Eilish - bury a friend (Zeds Dead Remix),Billie Eilish,/track/1zszpcgx/billie-eilish-bury-a-friend-zeds-dead-remix/index.html,484247, 55:45 ,32,False,,,,,,,KvmNDnFnW7o,,,,,,,,,,,,,,,,,,,
34,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Mt. Eden ft. Freshly Ground - Sierra Leone (Ian Munro Remix),Mt. Eden,/track/l1623p5/mt.-eden-sierra-leone-ian-munro-remix/index.html,367268, 58:10 ,33,False,9543310,1258347495,7nuisV2INmeLXXeml6KCkd,334185830,,,,,,,,0.606,0.75,2.0,-3.511,0.0,0.109,0.281,4.61e-05,0.343,0.492,144.896,7nuisV2INmeLXXeml6KCkd,222876.0,4.0,"chillstep,nz electronic"
35,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & PEEKABOO - ID,Zeds Dead & PEEKABOO,,, 1:00:35 ,34,False,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead & 1000volts (Redman & Jayceeoh) - Kill Em (dialedIN Remix),Zeds Dead & 1000volts (Redman & Jayceeoh),/track/1gzk4ldx/zeds-dead-1000volts-redman-jayceeoh-kill-em-dialedin-remix/index.html,450287, 1:02:42 ,35,False,11181142,1439397677,41KkqCkScfbGnFoMZHqsPh,520296174,,,,,,,,0.684,0.992,3.0,-0.807,0.0,0.238,0.0116,0.00263,0.261,0.531,75.058,41KkqCkScfbGnFoMZHqsPh,177600.0,4.0,"brostep,canadian electronic,dubstep,edm,electro house,electronic trap,progressive electro house"
37,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Zeds Dead - Ratchet (Crankdat Dubstep Re-Crank),Zeds Dead,/track/w9hmck5/zeds-dead-ratchet-crankdat-dubstep-re-crank/index.html,383124, 1:04:30 ,36,False,,,,345170676,,,K_dwbVngyl8,,,,,,,,,,,,,,,,,,,
38,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Jack Ü ft. Kiesza - Take Ü There (Zeds Dead Remix),Jack Ü,/track/f81f275/jack-u-take-you-there-zeds-dead-remix/index.html,228556, 1:05:40 ,37,False,,1072489476,0tdmvtJZdqkZNgt7rec50j,181656831,,,,,,,,0.366,0.751,4.0,-3.845,0.0,0.041,0.241,0.000197,0.646,0.109,152.189,0tdmvtJZdqkZNgt7rec50j,247895.0,4.0,"brostep,complextro,edm,electro"
39,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,Led Zeppelin - Stairway To Heaven,Led Zeppelin,/track/29yjc25p/led-zeppelin-stairway-to-heaven/index.html,406926, 1:08:00 ,38,False,,,5CQ30WqJwcep0pYcV4AMNc,,,,,,,,,0.338,0.34,9.0,-12.049,0.0,0.0339,0.58,0.0032,0.116,0.197,82.433,5CQ30WqJwcep0pYcV4AMNc,482830.0,4.0,"album rock,classic rock,hard rock,rock"
40,2bqc73r1,"Zeds Dead @ circuitGROUNDS, EDC Las Vegas, United States 2019-05-19","Sun, May 19 2019",8575,1,49,50,Drum & Bass,Dubstep,Trap,Zeds Dead,EDC Las Vegas,DROELOE - Kintsugi,DROELOE,/track/1s7khn1f/droeloe-kintsugi/index.html,382761, 1:08:40 ,w/,False,9797862,1287408913,1MXPdYCJiVqTtMu32zFzvP,345165285,4745789,,,,1288495941,,,0.662,0.762,0.0,-6.168,1.0,0.083,0.00182,0.011,0.0578,0.289,160.028,1MXPdYCJiVqTtMu32zFzvP,208500.0,4.0,"bass trap,edm,electronic trap,electropop,future bass,pop edm,vapor soul,vapor twitch"
